2022-05-02 11:13:07 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-05-02 11:13:07 0 [Note] InnoDB: Uses event mutexes
2022-05-02 11:13:07 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-05-02 11:13:07 0 [Note] InnoDB: Number of pools: 1
2022-05-02 11:13:07 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=11387, page number=3] with future log sequence number 268400987
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 268400966
2022-05-02 11:13:07 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 268223319 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:07 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:07 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 268270273 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:07 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:07 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 268396628 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:07 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 268351256 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=445] log sequence number 268351256 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 268072931 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=382] log sequence number 268072931 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 268370044 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=429] log sequence number 268370044 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 267791777 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=391] log sequence number 267791777 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 268382022 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=323] log sequence number 268382022 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 268382061 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=439] log sequence number 268382061 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 268370083 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=400] log sequence number 268370083 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 268073270 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=418] log sequence number 268073270 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 268382100 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 268382100 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 268073398 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=330] log sequence number 268073398 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 268382139 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=393] log sequence number 268382139 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 268388822 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=334] log sequence number 268388822 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 268388877 is in the future! Current system log sequence number 300306.
2022-05-02 11:13:08 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
